id,title,label
8256,Repérer les failles sur le terrain,11
8257,Conquérir un milieu sans graines,11
8259,Grille d'évaluation B2i - FLE-FLS,3
8260,Inversion et division cellulaire avec Tactiléo en cycle 4,11
8261,Application Seismos,11
8262,Cetificat d'aptitude au sport.,11
8263,Dire l'amour,3
8264,Le Monde des Médias,3
8265,Autour du concept d'espèce,11
8266,Une phrase de Zola,3
8267,Tablettes en Lettres : pistes et outils pour le travail collaboratif,3
8268,Modélisation de la conduction et de la convection en TS,11
8269,CORPUS,11
8271,Mise en évidence du phénomène d'érosion,11
8272,Imprimer en 3D un crâne d'homininé,11
8273,Littérature pour la jeunesse : la Bibliothécaire  de Gudule,3
8274,Recherche-Action - Enseigner le lexique en 6e,3
8275,"Manon Lescaut de L'Abbé Prévost Le personnage, un exemple ?",3
8276,Imprimer en 3D une portion de croûte terrestre (relief et racine crustale),11
8277,B2i : comment valider le domaine 2 ?,3
8278,Expériences Fleur,11
8279,Halte aux catastrophes : un jeu sérieux pour apprendre à gérer les risques,11
8282,Les cellules immunitaires de la grenouille,11
8283,"Méthodologie de classification: "" des formes et des couleurs""",11
8284,"Les ""boîtes à œufs"" de la biodiversité",11
8285,DETsex 5,11
8286,"Madame de Sévigné : « Une mère éplorée, une chroniqueuse mondaine »",3
8287,Paléorivages de la Baie d'Hudson (Canada),11
8288,Tâche complexe antibiotiques,11
8289,FLE-FLS : Le respect de l'autre - Réflexion sur la discrimination,3
8290,Les Alpes : subduction et chevauchement continental,11
8291,"Les sols, une ressource fragile.",11
8292,Réalisation d'une version de substitution du test ELISA,11
8294,l'énergie hydroélectrique,11
8295,L'énergie éolienne,11
8296,La découverte de Behring,11
8297,Comprendre la répartition des zones climatiques,11
8298,Analyser le fonctionnement argumentatif d'un texte et savoir organiser une argumentation simple,3
8299,"3 EPI: Olympisme, permaculture,  ressources naturelles et autonomie énergétique",11
8300,Communication neuronale (animation flash),11
8301,Modéliser les Climats du Futur,11
8302,Climats aux grandes échelles de temps.,11
8303,Synthèse des travaux académiques mutualisés 2015-2016,11
8304,"Tweet pour tous, tweets pour un",11
8305,Tweeter pour enseigner les SVT par et pour le numérique,11
8306,Les lieux et les formes de pouvoir aux Etats-Unis ,5
8307,"Dotplot, une application pour mettre en évidence exons et introns",11
8308,"Sensibiliser les élèves au texte poétique -  Découvrir un poète du XIX ème siècle, Victor Hugo",3
8309,Etudier le coeur avec Anatomy 4D,11
8311,"Réalisation d'une « chronique cinéma » audio, par des journalistes en herbe de 3e.",3
8312,Une leçon de grammaire : canevas pédagogiques possibles - Nouveaux programmes de 6e,3
8313,Réaliser un filé d'étoile : ma 1ère photographie en astronomie,11
8314,Étude de la langue: écrire dans le cadre d'une séquence consacrée à la fable,3
8315,Étude de la langue: la ponctuation Du texte documentaire au roman historique,3
8316,"MiniLab Disc, mes capteurs dans la poche",11
8317,"Montesquieu, De l'esclavage des nègres (Esprit des Lois)",3
8319,"Plus de ""Z'habitants"" dans la rivière",11
8320,Prendre soin de son appareil respiratoire,11
8321,Se protéger d'un virus à l'aide d'un vaccin,11
8323,UNE REACTION RAPIDE DE L'ORGANISME A L'INFECTION,11
8324,Enjeux planétaires contemporains,11
8325,Classe inversée en TS : Le reflexe myotatique,11
8326,"Classe inversée en TS : La géothermie, à partir de l'exemple de Bouillante",11
8327,Glycémie et diabètes,11
8328,Les dictionnaires en ligne,3
8329,Le travail de groupe,11
8330,Classe inversée en collège REP (3/4) : exemples de séquence,11
8331,Les végétaux se nourrissent - Séquence d'AP,11
8332,L'existence de deux types de volcans,11
8333,L'école en 1900,3
8334,Clé pour réussir l'épreuve anticipée de Sciences,11
8336,Les cancers : des enjeux majeurs de santé publique,11
8337,Travailler la dimension historique de la langue pour améliorer les compétences d'écriture,3
8338,"DISPOSITIF DE CLASSE INVERSÉE SUR LE THÈME DE LA BIODIVERSITÉ (1ER MODULE - 2DE, THÈME 1)",11
8340,Écriture collaborative et micro-écriture avec la plate-forme Moodle ou Google documents,3
8344,"""Hypothèse diabétique"" en classe inversée",11
8346,L'Araignée - un site pour préparer le brevet,3
8348,La proclamation de l'Empire allemand - Le tableau de Von Werner,5
8350,séquence de 1re année : la ville,3
8351,Un roman historique écrit par des collégiens,3
8352,La classe inversée pour favoriser l'autonomie dans le travail,11
8355,"Un exemple de classe inversée en TS : Le réflexe myotatique, un exemple de commande réflexe du muscle",11
8356,"Lire, étudier et écrire des textes argumentatifs",3
8357,"DISPOSITIF DE CLASSE INVERSÉE SUR LE THÈME DE LA BIODIVERSITÉ (2ÈME MODULE - 2DE, THÈME 1)",11
8358,Le féerique de Perrault,3
8359,Écrire une nouvelle collective grâce aux TICE,3
8361,MESURE QUANTITATIVE DE LA BIODIVERSITÉ EN RÉGION PACA,11
8362,Decouvrir les métiers scientifiques et leur évolution,11
8363,Sortie paléontologique et visite du musée à Menat (63),11
8364,Résoudre une enquête policière,11
8365,"L'ADN, molécule universelle et variable",11
8366,Bilan des TraAM 2016-2017 autour des classes inversées,11
8367,S'approprier des savoirs sur l'immunité adaptative en TS en utilisant une séance inversée,11
8368,"Motivation et désir de comprendre : du module Tactileo à la recherche en groupe, un autre modèle de classe inversée.",11
8369,Lecture-Écriture : «  J'entre au collège »   : séquence 1 - Nouveaux programmes de 6e,3
8370,Cours sur « Fin de partie » de Beckett,3
8371,La classe inversée pour améliorer l'apprentissage d'une capacité technique sur le long terme,11
8372,Pour comprendre la dématérialisation des traitements comptables,14
8373,La protection de la biodiversité proche du collège,11
8374,"Logiciel ""Gène SRY""",11
8375,Les principales zones climatiques,11
8376,Risque d'inondation à Paris,11
8377,Risques d'inondation dans le grand Lyon,11
8378,PRÉVISION SISMIQUES,11
8379,Suggestion de progression en langue,3
8380,CAPTEUR DE CO2 POUR LA CLASSE DE BIOLOGIE,11
8382,Podclasse et français : un exemple d'expérimentation dans une classe à profil spécifique de niveau cinquième,3
8384,Le verbe,3
8385,La Terre est ronde,11
8386,Utilisation de clés d'enregistrements Datalogger,11
8387,Lire des albums de jeunesse au collège,3
8388,"Anatomie ""virtuelle"" de l'appareil digestif",11
8389,Edrawing Velo Jeulin,13
8391,Réalisation d'une séquence : Les Fourberies de Scapin de Molière,3
8393,Écrire une nouvelle collective en quatrième.,3
8394,3 séances autour de Benjamin Button pour les BTS « Le choc des générations »,3
8396,Ressources TICE dans les SVT,11
8397,Modèle Tectonique à imprimer,11
8398,Livre dont on est le géologue,11
8399,Jeu sérieux : sauver le patient !,11
8400,Mystère à Londres : Un projet d'écriture longue,3
8401,Progresser en orthographe avec un ENT,3
8403,Une socialisation différente selon le milieu social,10
8404,Développer la maîtrise de la langue avec la synthèse vocale,3
8408,Char à voile,13
8409,"Les Métamorphoses, une œuvre antique source d'inspiration artistique",3
8411,Fonctionnement d'un voilier,13
8412,"Ipods, maîtrise de la langue et expression écrite en 3e",3
8413,Écrire à partir des expressions de sens figuré,3
8414,Découverte du robot Lego MindstormsNXT,13
8415,Utiliser la messagerie de l'ENT en CM2 - 6e,3
8416,Activités bidisciplinaires français-mathématiques,3
8417,Raconter les Métamorphoses d'Ovide,3
8418,Réviser les compléments d'objet grâce à la carte heuristique,3
8419,La polysémie ou le jeu sur les mots,3
8420,Socle de robot ou voiture électrique,13
8421,évolution d'un objet technique,13
8422,Corriger une rédaction avec les élèves en utilisant le traitement de texte,3
8423,Les matériaux,13
8424,Réalisation d'un objet technique,13
8425,Les énergies,13
8426,Réfléchir aux enjeux du son pour mettre en oeuvre les programmes du collège et du lycée,3
8427,Fonctionnement de l'objet technique,13
8428,Bateau Pop-pop,13
8429,Étude de la langue: le Groupe Nominal et les expansions du nom - classes de 5e,3
8430,Étude de la langue: la proposition subordonnée relative - classes de 5e,3
8431,"FLE-FLS: « La case des jours de pluie », Conte burkinabé",3
8432,FLE-FLS : Un dialogue en pédagogie différenciée,3
8433,FLE-FLS: Travailler les 4 compétences,3
8434,FLE-FLS: « Les douze mois de l'année… »,3
8435,FLE-FLS:  Visite des jardins de Salagon,3
8436,Étude de la langue: le subjonctif présent - classes de 5e,3
8437,Stabilité d'une structure,13
8438,"La maison, ses fonctions, ses représentations",13
8439,"Étude de la langue: le conditionnel ,",3
8440,"Une fonction grammaticale : Les groupes nominaux (GN) compléments circonstanciels (CC) de cause, de but, de conséquence, d",3
8441,Les mots ont une vie,3
8442,"Enrichir son récit grâce à la presse locale, la publicité et les chansons",3
8443,De l'utilité des tice dans l'enseignement de culture générale et d'expression (BTS),3
8444,"Une charpente de hangar agricole, ça tient comment ?",13
8445,Réaliser un exposé en utilisant un diaporama,3
8446,Lexique et TICE - Portail de ressources numériques,3
8447,La mise en page comme proposition de lecture d'un texte,3
8448,Comment modifier la structure d'un bâtiment ?,13
8449,Construire la notion de mythe,3
8450,"Encadrer, améliorer et évaluer l'exploitation de documents web",3
8451,Orthographier à deux mains,3
8452,Créer des exercices interactifs de vocabulaire avec Vocabulettres,3
8453,Mise en oeuvre du concept situation-problème,13
8455,Rire et Shoah,3
8456,Utiliser des dictionnaires en ligne pour l'apprentissage du lexique,3
8457,Créer des exercices interactifs de vocabulaire avec Vocabulettres,3
8458,Découvrir et étudier les classes grammaticales grâce aux cartes heuristiques,3
8460,Comment rendre une habitation plus lumineuse ?,13
8461,Vivre dans une boîte - le conteneur (Du CDCF aux plans intérieurs (sur papier),13
8462,Comment faire évoluer un OT dans un environnement ?,13
8463,Concours sur la presse : Faites la Une !,3
8464,Pourquoi un ouvrage ne s'effondre-t-il pas ?,13
8465,Le modeleur volumique en Technologie,13
8466,"Les Fables de La Fontaine, livres VII à XII",3
8467,Travailler et enrichir le lexique en Bac professionnel,3
8469,Écrire avec l'ensemble d'une classe un devoir argumenté,3
8470,Visualiser des phénomènes grammaticaux par des repérages colorés ou géométriques,3
8471,Mettre en page un texte explicatif,3
8472,Mieux maîtriser les codes du genre épistolaire par l'écriture et la réception de lettres,3
8473,mBot : Découverte et application pédagogique du robot mBot,13
8474,Porte de garage automatique,13
8475,Lampe autonome,13
8476,Exemple d'ouvrage : Les ponts,13
8477,Quatre séquences sur l'Habitat,13
8478,Comment améliorer la forme de l'aileron d'une éolienne ?,13
8479,La croissance des plantes dans différentes conditions,13
8480,Automatisme en troisième,13
8481,Ressources C3,13
8482,Suggestion de progression de langue - nouveaux programmes de 3e,3
8483,T1 Habitats et ouvrages,13
8484,Un jeu de cartes sur les familles d'objets,13
8486,Chariot de Pont Roulant,13
8487,Réalisation d'Hydroglisseur en sixième,13
8488,CDROM PSA PEUGEOT CITROËN,13
8489,Réalisation: voiture radio-commandée,13
8490,FLE-FLS: Accueil d'ENAF niveau A1 alphabétisés,3
8491,"Vivre dans une boîte - le conteneur (Modélisation, simulation, RA)",13
8492,La réalisation d'une maquette didactique de monte-charge,13
8493,Etude du fonctionnement,13
8494,Enquête sur une enquête : le cas de Dora Bruder,3
8495,"Outils d' évaluation  diagnostique , charnière école/collège et collège / lycée",6
8496,Aptitude au façonnage des matériaux,13
8497,Écriture collaborative en classe de 4e,3
8498,Réalisation de support de communication évementielle,13
8499,La réalisation de « kits robots »,13
8501,Etude du fonctionnement,13
8502,Conjugaison et carte heuristique : une synthèse spatiale et interactive,3
8503,Les énergies,13
8504,"""Informer / Désinformer"" - présenté au Séminaire des IAN Lettres- Salon Éducatec Éducatice, le 11 mars 2016",3
8505,Reportage vidéo sur une personnalité/une organisation cubaine,6
8506,Les usages des matériaux dans un vélo et leur devenir en 6ème,13
8507,Extension d'une gamme de produits,13
8508,Le plaisir de lire,3
8511,Etude et réaliisation d'un prototype - 5ème,13
8512,Un blog journal en Accompagnement Personnalisé en classe de 2de,3
8513,Mini-projet Clé USB,13
8514,Chaine d'nformation et chaine d'énergie d'un détecteur de fumée en 4ème,13
8515,Apprendre à programmer un objet technique,13
8516,Climate Change (séquence fin cycle 4)_BLOG_Traam 2016,6
8517,Écrire un reportage de propagande,3
8518,La Bible en 6e,3
8519,Groupement de textes « L'homme et son rapport au travail »,3
8520,Comment aménager un camping ?,13
8521,Comment transformer un garage en bureau ?,13
8522,Sunkeeper,13
8523,Les Planches courbes Essai sur la structure de l'imaginaire,3
8524,Dire et Aimer Césaire,3
8525,Les ponts : un thème de travail pour un trimestre,13
8526,Comment faire entrer la lumière dans un édifice ?,13
8527,Contruction d'un pavillon suivant les besoins et les moyens,13
8528,Comment construire une cité U à la vitesse grand V ?,13
8529,Moway : Découverte et application pédagogique du robot Moway,13
8530,Illustration de la progressivité du programme de technologie cycle4 - IP,13
8531,"Outil de suivi et d'évaluation du socle commun de connaissances, de compétences et de culture",13
8532,Création d'une application pour smartphone,13
8533,Piloter systèmes et cartes programmables,13
8534,Ultimate2 : Découverte et application pédagogique du robot Ultimate2,13
8535,Le Mythe des Enfers et l'enfer de la Shoah,3
8536,Comment réguler ma performance de coureur ?,13
8537,Modelisation du réel // Solidworks en 5ème // Comment Aménager la salle de technologie ?,13
8538,Modéliser le réel // Solidworks // Réalisation de la maquette numérique du tuyau de raccordement du réseau d'épandage.,13
8539,"Pascal ou le génie français, Conférence-débat avec Jacques ATTALI",3
8540,Modéliser le réel 5ème // Réaliser la maquette numérique d'un ABRI BUS à l'aide de Google Sketchup 7,13
8541,La maison créole,13
8542,Découverte du robot Lego Wedo 2.0 - Cycle 3,13
8543,Modélisation du réel via l'utilisation de modeleurs volumiques en 3ème,13
8544,"De Doré à Perrault, Conférence de Tony Gheeraert, Université de Rouen",3
8545,Programmer et simuler une course automobile,13
8546,Nadja d'André Breton,3
8547,"Créer un podcast en classe de 4e pour améliorer les compétences de lecture, d'écriture et d'oral",3
8548,La modélisation du réel via les modeleurs volumiques,13
8549,Lire les Pensées de Pascal,3
8550,La figure du moraliste au XVIIe siècle,3
8551,Le moraliste et l'esthétique de la brièveté,3
8552,RobUno :Découverte et application pédagogique du robot RobUno,13
8554,Les Caractères de La Bruyère,3
8555,"Dom Juan, le mythe et la pièce de Molière. Recherche documentaire guidée sur Internet",3
8556,La Fontaine: recherches sur Internet,3
8557,Séquence en 5e sur « La Terre vue du ciel »,3
8558,Le bon sauvage ou le cannibale : le regard européen sur l'altérité.,3
8559,Voyage et altérité,3
8560,Outil de suivi et d'évaluation des compétences du Socle commun dans le cadre des TRAAM 2010-2011,13
8561,Une œuvre intégrale : Paul et Virginie,3
8562,Les Assises Internationales du Roman avec l'ENT du Rhône.,3
8563,Bilan d'expérimentation de classe inversée au lycée,6
8564,La domotique : du collège au lycée en passant par l'ENT,13
8565,"Réinvestir, en début de troisième, les notions sur les discours dans un projet d'écriture longue",3
8566,Un défi-lecture avec un ENT,3
8567,Lire avec les cartes heuristiques,3
8568,Évaluer par compétences en français,3
8569,Évaluer par compétences en français,3
8571,réalisation collective de mini-char à voile : Défi Air Atlantique,13
8572,Des exceptions à la règle !,10
8574,Maquettes domotiques,13
8575,« Cela va sans dire … et encore mieux en l'écrivant ! » : les TICE pour l'aide personnalisée en 1re,3
8578,Une expérience de travail collaboratif sur internet autour de la lecture et du vocabulaire,3
8579,maquettes pédagogiques : interface arduino,13
8580,Matériel et logiciel libres,13
8584,Tous CI de Quatrième,13
8585,"Trajectoires familiales, trajectoires géographiques, trajectoires individuelles : expérimentation d'un TPE",3
8587,Structure d'un système automatisé,13
8588,Différents supports pour la 4ème,13
8589,S'approprier les classes grammaticales par la carte heuristique.,3
8590,Conduire les élèves à expliciter les compétences qu'ils travaillent,3
8591,Visualiser la progression en classe de 6ème,13
8592,Progresser en orthographe en pratiquant la dictée individualisée,3
8593,Visualiser la progression en classe de 5ème,13
8594,Visualiser la progression en classe de 4ème,13
8595,Intégrer et valoriser les langues et cultures de l'antiquité en cours  de français,3
8596,Visualiser la progression en classe de 3ème.,13
8597,Liaison école-collège,13
8598,Guide d'aménagement et d'équipement matériel et informatique des espaces dédiés à la Technologie,13
8599,Portail Pédagogique Spécifique,13
8600,Ressources multimédia en ligne pour la Technologie au collège,13
8601,Ressources sur la gestion des énergies,13
8602,Comment une habitation est-elle structurée ?,13
8603,Projet collectif 3ème : organisation d'un défi Robot.,13
8604,"Projet collectif 3ème, défi robot, documents complémentaires",13
8605,Défit Robot 3ème : séquence n°1,13
8606,Défit Robot 3ème : séquence n° 2,13
8607,Défit Robot 3ème : séquence n° 3,13
8608,Apprendre à exprimer et à justifier une opinion en classe de 6e,3
8609,Participer à un jury de prix littéraire,3
8610,Défit Robot 3ème : séquence n° 4,13
8611,Lire et écrire des descriptions à l'aide d'un logiciel d'aménagement intérieur,3
8612,S'entraîner à analyser des sujets de dissertation à l'aide d'une carte heuristique,3
8613,Fabriquer des fiches de lecture grâce aux cartes heuristiques,3
8614,Défit Robot 3ème : documents complémentaires,13
8615,Expliciter et enrichir le vocabulaire étudié en classe à l'aide d'un wiki,3
8616,La Princesse de Montpensier,3
8617,Étudier les thèmes d'un roman par un travail coopératif,3
8618,Fabriquer des fiches de lecture grâce aux cartes heuristiques,3
8619,Fabriquer des fiches de lecture grâce aux cartes heuristiques,3
8620,Intégrer latin et LCA au cours de français,3
8621,Défit Robot 3ème : exemple de progression,13
8622,Ultrasons,9
8623,"Rénover l'enseignement de la langue : raconter, mettre en scène des faits de langue pour la maitriser.",3
8624,organiser et mettre à disposition les fiches connaissances,13
8625,Réaliser une bande-son pour progresser dans la compréhension d'une intrigue,3
8626,Faire progresser les élèves en organisant des activités dans e-lyco,13
8629,Un journal numérique pour rendre compte d'une année d'un élève en 6e,3
8630,Apprendre à corriger et améliorer ses productions écrites en autonomie grâce à deux outils numériques,6
8633,Applications portables & gratuites pour les élèves (et les profs...),13
8634,Stratégies personnelles d'apprentissage dans le cadre d'un compte-rendu de lecture,3
8635,Défi-lecture Haute-Corrèze,3
8637,"Travailler les types de phrases, la ponctuation par l'oral et les Tice",3
8639,« Déshabillez-mots » ou comment faire dialoguer en 6e les mots du programme,3
8640,New York 11 Septembre 2001 : des écrans aux écrits,3
8641,Utilisation des boîtiers de vote et du vidéoprojecteur,3
8643,consommer moins d'énergie dans l'habitat,13
8644,Un concours oral d'orthographe,6
8645,Tableau d'aide à la construction d'une progression en Technologie Cycle 4 au format Excel,13
8646,Tableau d'aide à la construction d'une progression en Technologie Cycle 4 au format Libreoffice,13
8647,La lecture analytique par l'image,3
8648,Créer un journal du futur,3
8649,Visions du futur : cauchemar et utopie,3
8650,Ecoquartier 4 - le projet collectif,13
8651,Thymio : Découverte et application pédagogique du robot Thymio,13
8652,Tutoriels scratch,13
8653,1984 de George Orwell : un roman d'apprentissage aux médias et à l'image  (du télécran à nos écrans),3
8654,Boite à outils numérique,13
8655,Structuration des connaissances cycle 3,13
8657,Tableau d'aide à l'élaboration d'une progression en Sciences et Technologie - Cycle 3 format Excel,13
8658,Construire une page Wikipédia,3
8659,Andromaque et Twittérature,3
8661,"Lire, écrire, s'informer avec un serious game",3
8665,Étude de la langue au collège,3
8666,Tableau d'aide à l'élaboration d'une progression en Sciences et Technologie - Cycle 3 format libre office,13
8667,Comparatif de systèmes robotiques adaptés au nouveau programme,13
8668,domotique et arduino : documents de la formation académique,13
8669,Rendre le centre sportif accessible,13
8670,Des jeux sérieux pour maîtriser la langue : une expérimentation autour d'un exerciseur numérique ludique et intelligent,3
8671,Efficacité des énergies dans l'éclairage et évolution,13
8672,Le site du CASNAV de Nantes fait peau neuve,3
8673,Automatiser les solutions d'accessibilité,13
8674,liaison 4ème - Terminale STI2D,13
8675,EPI- Bien vivre son handicap,13
8676,L'écriture théâtrale,3
8677,T2 Programmer et piloter des objets,13
8678,Edugéo-carte narrative,5
8679,S'approprier le sens grâce aux images et aux ressources multimédia grâce à l'outil tablettes,3
8680,"T3 Produire et distribuer, préserver les énergies",13
8681,CI 6 : Cet objet me convient-il ?,13
8682,Ecoquartier 1 - présentation générale.,13
8683,Ecoquartier 2 - le contexte économique et social,13
8684,Ecoquartier 3 - les contraintes d'un écoquartier,13
8685,Utiliser les dictionnaires électroniques pour favoriser l'acquisition du lexique,3
8686,Préparer l'épreuve d'histoire des arts avec un outil d'écriture collaborative.,3
8687,l'IDE Arduino TechnoNantes,13
8688,Scratch2 : initiation à la domotique,13
8689,présentation virtuelle avec Scratch2 & SweetHome3D,13
8690,Ancrer un concours d'écriture de nouvelles dans une séquence de français,3
8691,Créer un forum d'écriture avec des collégiens,3
8692,Evolution des téléphones portables - Comparaison des choix esthétiques et ergonomiques,13
8694,Faciliter l'accès aux handicapés,13
8695,Rédiger à plusieurs mains un commentaire littéraire en 2de,3
8698,Étudier l'évolution des appareils de radiographie dentaire,13
8700,Référentiel académique de compétences,3
8701,Co-écrire avec un pad,3
8702,Création d'un livre de contes étiologiques sur le thème de l'astronomie,3
8703,Création d'un programme de voyage à Rome par les élèves de 5e,6
8704,Associer contraintes & solutions en 4e.,13
8705,AP autour du thème de l'esclavage,3
8707,Concours architecture,13
8708,Exemples de pistes de mise en oeuvre - Classe de Seconde,6
8709,Jeux d'apprentissage,3
8710,Détournement d'objet,3
8711,Comment intégrer un objet virtuel dans son environnement réel ?,13
8712,Un habitat peut-il être confortable tout en consommant peu d'énergie ?,13
8713,Structuration des connaissances cycle 4,13
8714,Exploiter des données météorologiques pour aborder l’intérêt des métadonnées,11
8715,du raisonnement jusqu'au code : algorithmie et programmation graphique,13
8716,des blocs Scratch convertis en code Arduino,13
8717,Web-radio et évaluation des compétences,3
8718,Voix de conteurs,3
8720,mBlock : vidéos d'initiation,13
8721,du raisonnement jusqu'au code : algorithmie et Blockly@rduino,13
8722,piloter Arduino par Scratch2,13
8723,"I'IDE Arduino ""TechnoEduc Nantes""",13
8724,Convertir un fichier scratch en exécutable .S2B en .EXE,13
8725,Écriture multimédia collaborative,3
8726,Coder / piloter au collège,13
8727,Les ponts de Bordeaux,13
8730,Travailler la recherche documentaire,3
8731,Séquence : La voiture autonome,13
8732,Réaliser un reportage sur un monstre de la littérature ou de la mythologie,3
8736,Connaître l'évolution des robots dans la société,13
8737,"Application ""Urgence""",13
8738,Comment rendre ludique une séance de vélo d'appartement ?,13
8739,CLONE-Les matériaux,13
8740,Des flashcodes pour rendre compte à l'oral d'un travail de création littéraire en 3°,3
8741,Un nouveau Parc National de forêts entre Côte-d’Or et Haute-Marne.,5
8742,Réaliser l'audioguide du Musée d'Orsay avec des outils numériques simples en quatrième,3
8744,Je dis Charlie,3
8745,"Monstre, à nous deux !",3
8746,Mathématiques et poésie : un mariage réussi,3
8747,"Les mobilités pendulaires, des mobilités durables ?",5
8748,"Contribuer à la bibliothèque du CASNAV, pourquoi ? comment ?",3
8749,Arrêt sur imag...iers,3
8750,"Animaginaires, de l'écriture encyclopédique à la webradio",3
8751,Si la différenciation m'était contée...,3
8755,Livres audio en cours de français,3
8756,Recherche d'images à partir... d'images,3
8757,Vers la classe coopérative pour différencier,3
8758,"Un projet d'édition pour rendre compte de l'étude d'une oeuvre intégrale : d' ""Electre"" aux ""Remords d'Oreste""",3
8759,"En français, évaluer autrement, c'est possible !",3
8760,La différenciation en 6 objections,3
8761,Projet lexique,3
8762,Interroger une œuvre par une analyse comparée d'affiches de film : Madame Bovary,3
8763,Gabarit TraAM cycle 3 LV,6
8764,Gabarit TraAM Lycée LV,6
8765,Un blogfolio pour donner envie d'écrire,3
8766,Numérique et différenciation en Lettres,3
8767,Enseigner la lecture analytique en 3e avec une tablette numérique,3
8769,"Annoter, légender et faire parler une image avec Images Actives",3
8770,"La ville dans le cinéma. « La Zona », Rodrigo Plá. Utopie/Dystopie",6
8771,Faire l'interview d'un auteur célèbre,3
8773,"Croquis E3C, Paris une métropole mondiale.",5
8774,Regards de 3e sur l'Andalousie,3
8775,Speed-booking : 3 minutes pour donner envie de lire,3
8776,Faut-il introduire la perspective actionnelle dans les échanges ?,6
8777,Rédiger des portraits avec Flashface,3
8778,Argumenter autour de la page 111,3
8779,Étudier Les Mains libres avec un tableur,3
8780,"Incendie de l’usine Lubrizol de Rouen, conséquences multiscalaires d’un accident industriel.",5
8781,Pratiquer un atelier d'écriture numérique créative en projet annuel,3
8782,Suivez la consigne en accompagnement personnalisé,3
8783,Adaptation d'une lecture cursive en bande dessinée audio,3
8784,Le ciel étoilé de la poésie européenne : constellations poétiques numériques,3
8785,"Scènes de paroles, paroles en scène",3
8786,"Enregistrer une courte émission radiophonique sur le lexique, en accompagnement personnalisé sixième",3
8787,L'écriture d'un conte à 4 mains... collaborative et numérique.,3
8788,L'orthographe en ceintures,3
8789,Représenter graphiquement un sujet scientifique : présenter un exposé oral relatif à la responsabilité humaine en matière de santé,11
8794,"	Pour une continuité numérique renforcée, notamment pendant les PFMP",14
8795,Pourquoi les prix varient-ils ?,10
8796,"La dictée, un outil pour apprendre",3
8798,Pratiques d'oral aux cycles 3 et 4,3
8801,L'utilisation du dictaphone au service de la différenciation pédagogique,3
8802,Évaluer et différencier pour faire progresser les élèves en expression écrite,3
8803,Dans quelle mesure le numérique permet-il de créer des situations d’apprentissage efficace ? (Dossier composé de plusieurs articles),6
8804,Accompagner le travail d'appropriation d'une œuvre intégrale,3
8805,Habiter et géographie sensible,5
8806,Tablettes en Lettres : pistes et outils pour apprendre,3
8807,Tablettes en Lettres : pistes et outils pour la classe inversée,3
8809,Réalisation de courts films d'animation sur la laïcité en 3e,3
8810,"Lire, comprendre et analyser le texte littéraire : La fabrique de la lecture",3
8811,Créer une campagne de sensibilisation au harcèlement,3
8815,séquence pédagogique en espagnol  Problemas y soluciones para el medio ambiente,6
8817,De la classe inversée à la classe coopérative,3
8821,Des migrations et des (dés)informations,3
8822,Un TD de révision sur Monnaie et financement,10
8823,Des élèves créateurs de capsules,3
8824,"Sur les traces d'Harry Potter, un EPI en classe inversée",3
8825,Création d'un portfolio numérique,3
8826,EPI - Le fait divers en justice : d'où vient l'info et comment la traiter ?,3
8829,Webradio - Découverte d'un auteur,3
8830,Projet liaison collège-lycée sur les thèmes de l'Australie (3e) et de l'Afrique du Sud (2de) sous la forme d'un hackathon,6
8832,Récit littéraire sous forme de diaporama,3
8833,Référentiel pour les Lettres,3
8834,Usages de la baladodiffusion en Lettres,3
8836,Écrire un conte à plusieurs mains en 6e,3
8837,L'Ecole des femmes #JourSansE : une réécriture sous contraintes,3
8838,Blabberize : Faire parler les personnages,6
8839,My lunchbox : parler de la boîte repas des élèves britanniques à partir des ressources de la BRNE anglais cycle 4 pour des élèves de 6e et de5e,6
8840,"S'entraîner à parler en continu, à lire à haute voix et de manière expressive un texte bref après répétition",6
8842,Rechercher et présenter ses informations sous forme de carte argumentaire,3
8843,Exemples de démarches détaillées avec simulations d'épreuves orales - Cycle Terminal,6
8844,Exemples de pistes de mise en oeuvre - Classe de Seconde,6
8846,Travailler sur le thème de la ville dans le cadre d’un échange scolaire,6
8847,Exemples de démarches détaillées - Cycle Terminal,6
8848,Exemples de démarches détaillées avec simulations d'épreuves orales - Cycle Terminal,6
8849,Exemples de démarches détaillées avec simulations d'épreuves orales - Cycle Terminal,6
8850,ressources audio mp3 didactisées (espagnol),6
8851,mujeres y sociedad (espagnol),6
8852,Le Voyage de Flat Stanley,6
8853,Harry Potter,6
8855,Reality Television,6
8856,Niños explotados (espagnol),6
8857,Qui se cache derrière Wolfy ?,6
8858,Mad for ads,6
8859,Classroom English,6
8860,Exemples de démarches détaillées avec simulations d'épreuves orales - Cycle Terminal,6
8861,Noël - traditions et idées d'exploitation en classe,6
8862,Vérifier la maîtrise d’une structure grammaticale grâce à une course de phrases,6
8863,Survival stories,6
8865,Exemples de démarches détaillées avec simulations d'épreuves orales - Cycle Terminal,6
8866,New Year's Resolutions,6
8867,Exemples de démarches détaillées - Cycle Terminal,6
8868,Exemples de démarches détaillées avec simulations d'épreuves orales - Cycle Terminal,6
8869,Présenter à l'oral un sujet en utilisant l'application Lensoo Create,9
8871,Dataviz,10
